text	labels
FAT	I-BODY_SIZE
CONTENT	I-BODY_SIZE
AND	O
ITS	O
CONSTANTS	O
FOR	O
WHOLE	O
FISH	O
AND	O
FLESH	O
OF	O
S.	O
AURITA	O
AND	O
S.	O
EBA	O
DURING	O
THE	O
Two	O
PERIODS	O
OF	O
FEEDING	O
AND	O
SPAWNING	O
Iodine	O
Iodine	O
%	O
Yield	O
of	O
%	O
Fatty	B-BODY_SIZE
value	I-BODY_SIZE
of	O
%	O
Unsap.	O
Acid	O
Period	O
valueofun-	O
extract	O
acids	O
matter	O
value	O
fatty	O
acids	O
sap.matter	O
Feeding	O
S.	O
aurita	O
31.12	O
89.18	O
105.3	O
0.8	O
64.7	O
6.08	O
Spawning	O
6.42	O
84.82	O
132.5	O
3.62	O
74.2	O
23.62	O
Feeding	O
S.	O
eba	O
23.61	O
88.3	O
103.7	O
0.84	O
60.6	O
8.69	O
Spawning	O
6.56	O
82.8	O
127.2	O
3.06	O
78.6	O
19.67	O
These	O
figures	O
show	O
:-	O
(a)	O
Close	O
similarity	O
between	O
the	O
mean	O
values	O
obtained	O
for	O
the	O
analyses	O
of	O
the	O
whole	O
fish	O
and	O
flesh	O
during	O
the	O
two	O
periods	O
of	O
feeding	O
and	O
spawning	O
save	O
the	O
percentage	O
yield	O
of	O
the	O
fat	O
content	O
of	O
whole	O
fish	O
during	O
feeding	O
period	O
was	O
greater	O
than	O
that	O
of	O
the	O
flesh	O
due	O
to	O
the	O
presence	O
and	O
accumulation	O
of	O
the	O
"	O
Mesenteric	O
fat	O
"	O
round	O
the	O
alimentary	O
tract.	O
-	O
24	O
-	O
(b)	O
The	O
increase	O
in	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
of	O
whole	O
fish	O
and	O
flesh	O
from	O
the	O
spawning	O
period	O
to	O
the	O
feeding	O
period	O
in	O
both	O
species	O
S.	O
aurita	O
and	O
S.	O
eba	O
caused-an	O
increase	O
in	O
the	O
percentage	O
yield	O
of	O
fatty	O
acids	O
with	O
a	O
definite	O
fall	O
in	O
their	O
iodine	O
values	O
;	O
a	O
decrease	O
in	O
the	O
unsaponifiable	O
substances	O
with	O
an	O
apparent	O
decrease	O
in	O
their	O
iodine	O
values	O
;	O
and	O
a	O
striking	O
fall	O
in	O
the	O
acid	O
values	O
of	O
the	O
extracts.	O
(3)	O
Neither	O
specific	O
nor	O
sexual	O
differences	O
were	O
observed	O
between	O
males	O
and	O
females	O
of	O
the	O
two	O
species	O
S.	O
aurita	O
and	O
S.	O
eba	O
as	O
regards	O
difference	O
in	O
the	O
fat	B-BODY_SIZE
content	I-BODY_SIZE
and	O
the	O
properties	O
of	O
the	O
fat.	O
85	O
REFERENCES	O
ATWATER	O
(1888).-Report	O
Commissioner	O
Fish	O
and	O
Fisheries,	O
p.	O
679,	O
U.S.A.	O
BROCKLESBY	O
AND	O
DENSTEDT	O
(1933).-The	O
Biol.	O
Board	O
of	O
Canada,	O
Bull.	O
No.	O
XXXVII,	O
Ottawa.	O
BRUCE	O
(1924).-Biochem.	O
Journ.,	O
p.	O
18,	O
469	O
CHANNON	O
AND	O
SABY	O
(1932).-Ibid,	O
26,	O
p.	O
2021	O
CLARK	O
AND	O
ALMY	O
(1918).-Journ.	O
Biol.	O
Chem.,	O
33,	O
p.	O
483	O
DILL	O
(1921).-Tbid.,	O
48,	O
p.	O
73	O
GREEN	O
(1919.)-Ibid.,	O
39,	O
p.	O
457	O
GREEN	O
(1921).-Ibid.,	O
48,	O
p.	O
429	O
HJORT	O
(1910).-Pub.	O
de	O
Circ.,	O
No.	O
53	O
JOHNSTONE	O
1915.-23rd	O
Ann.	O
Rep.	O
Lancashire	O
Sea	O
Fish.	O
Lab.,	O
p.	O
154	O
1918.-26th	O
"	O
"	O
"	O
"	O
p.	O
13	O
1919.-27th	O
"	O
"	O
"	O
"	O
p.	O
36	O
1920.-28th	O
"	O
"	O
"	O
"	O
p.	O
16	O
MILROY	O
:	O
1906.-24th	O
Ann.	O
Rep.	O
Fishery	O
Bd.	O
for	O
Scotland,	O
Pt.	O
III,	O
p.	O
83	O
1907.-25th	O
,	O
"	O
"	O
Pt.	O
III.	O
p.	O
197	O
1908.-Biochem.	O
Journ.,	O
3,	O
p.	O
366	O
Reports	O
on	O
the	O
Fisheries	O
of	O
Egypt	O
for	O
the	O
years	O
1919-1933.	O
ROSENMUND	O
AND	O
KUHNHENN	O
(1923).	O
.-...Z.	O
Untersuch.	O
Nahr.	O
Genussm.	O
46,	O
p.	O
154	O
SABY	O
(1933).-	O
-	O
Comm.	O
Inter.	O
pour	O
l'Explor.	O
Scient.	O
de	O
la	O
Mer	O
Méd.	O
Rapports	O
et	O
Proces-Verbaux	O
des	O
Réunions,	O
8,	O
p.	O
127	O
Govt.Press	O
11958-1936-380	O
ex.	O
	
710	O
Enrico	O
Tortonese	O
on yome	O
longer	O
than	O
broad,	O
5th	O
to	O
10th	O
transverse,	O
gradually	O
increasing	O
in	O
width,	B-BODY_SIZE
the	O
penultimate	O
about	O
twice	O
as	O
broad	O
as	O
long.	O
Thorax	O
broader	O
than	O
the	O
head,	O
as	O
long	O
as	O
broad,	O
the	O
sides	O
feebly	O
rounded	O
in	O
front,	O
straighter	O
and	O
a	O
little	O
retracted	O
behind,	O
rather	O
more	O
distinctly	O
punctured	O
than	O
the	O
head,	O
the	O
ground-sculpture	O
similars	O
Elytra	O
long	O
as	O
the	O
thorax	O
and	O
at	O
the	O
base	O
slightly	O
narrower,	O
apex	O
a	O
little	O
broader	O
than	O
the	O
thorax	O
and	O
there	O
broader	O
than	O
long,	O
the	O
puncturation	O
very	O
similar,	O
fuely	O
Abdomen	O
longer	O
than	O
the	O
fore-parts,	O
very	O
finely,	O
moderately	O
closely	O
punctured	O
And	O
with	O
very	O
less	O
transverse	O
striate	O
ground-sculpture	O
BRARY	O
3	O
8th	O
tergite	O
with	O
very	O
small	O
ar	O
in	O
middle	O
of	O
posterior	O
margin,	O
externally	O
with	O
a	O
very	O
small	O
and	O
obscure	O
denticle	O
on	O
each	O
side.	O
Kings	O
Domain,	O
Westport,	O
Westland.	O
Type	O
in	O
Brookes	O
Collection,	O
co-type	O
in	O
mine.	O
LXVIII.	O
On	O
some	O
Fishes	O
from	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Mediterranean	I-DISTRIBUTION_DESCRIPTOR
(Island	O
of	O
Rhodes).	O
By	O
ENRICO	O
TORTONESE,	O
Zoological	O
Museum,	O
University	O
of	O
Turin	O
(Italy).	O
I	O
WAS	O
in	O
Rhodes	O
in	O
1943	O
and,	O
in	O
spite	O
of	O
many	O
difficulties,	O
mainly	O
due	O
to	O
war	O
conditions,	O
able	O
to	O
collect	O
and	O
studythere	O
a	O
number	O
of	O
local	O
fishes.	O
They	O
are	O
interesting	O
as	O
no	O
collection	O
has	O
been	O
hitherto	O
reported	O
from	O
this	O
locality,	O
and	O
as	O
the	O
fauna	B-DISTRIBUTION_DESCRIPTOR
of	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Mediterranean	I-DISTRIBUTION_DESCRIPTOR
is,	O
as	O
a	O
whole	O
,much	O
less	O
known	O
than	O
that	O
of	O
the	O
Western	B-DISTRIBUTION_DESCRIPTOR
portion.	I-DISTRIBUTION_DESCRIPTOR
Unfortunately	O
all	O
the	O
material	O
was	O
lost	O
and	O
I	O
saved	O
only	O
notes	O
and	O
drawings.	O
A	O
complete	O
report	O
will	O
appear	O
as	O
soon	O
as	O
printing	O
difficulties	O
are	O
over,	O
but	O
here	O
are	O
listed	O
six	O
species	O
of	O
outstanding	O
importance,	O
chiefly	O
from	O
a	O
zoogeographical	O
point	O
of	O
view.	O
Hemirhamphus	O
marginatus	O
(Forski).	O
According	O
to	O
fishermen	O
this	O
fish	O
appeared	O
only	O
recently	O
at	O
Rhodes;	O
now	O
it	O
is	O
often	O
captured	O
chiefly	O
in	O
summer	O
and	O
along	O
the	O
north-west	B-DISTRIBUTION_DESCRIPTOR
coast	I-DISTRIBUTION_DESCRIPTOR
(Trianda,	O
Cremasto,	O
etc.).	O
Two	O
Syrian	O
species	O
(H.	O
unifasciatus	O
Ranz.	O
and	O
H.	O
mar-	O
of	O
this	O
Blkr.)	O
Noted	O
by	O
Gruvel*.	O
[	O
will	O
therefore	O
Col,	O
Frong	O
1911,	O
Fishes	O
from	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Mediterranean.	I-DISTRIBUTION_DESCRIPTOR
711	O
point	O
out	O
that	O
Bleeker's	O
H.	O
marginatus	O
from	O
the	O
East	B-DISTRIBUTION_DESCRIPTOR
Indies	O
is	O
not	O
Forskãl's	O
marginatus,	O
but	O
a	O
synonym	O
of	O
H.	O
fasciatus	O
Blkr.	O
;	O
Gruvel	O
was	O
mistaken	O
in	O
quoting	O
author's	O
name.	O
As	O
to	O
H.	O
unifasciatus	O
it	O
is	O
quite	O
probable	O
it	O
really	O
belongs	O
to	O
H.	O
picarti	O
Cuv.	O
&	O
Val.,	O
a	O
Mediterranean	B-DISTRIBUTION_DESCRIPTOR
species	O
present	O
along	O
the	O
North	B-DISTRIBUTION_DESCRIPTOR
African	I-DISTRIBUTION_DESCRIPTOR
shores	I-DISTRIBUTION_DESCRIPTOR
and	O
referable	O
to	O
gen.	O
Hypo-	O
rhamphus	O
Gill.	O
Steinitz	O
*	O
recorded	O
H.	O
marginatus	O
as	O
common	O
at	O
Haifa	O
(Palestine)	O
;	O
his	O
description	O
suggests	O
it	O
is	O
the	O
same	O
species	O
I	O
found	O
at	O
Rhodes	O
and	O
whose	O
habitat	O
reaches,	O
from	O
Red	B-DISTRIBUTION_DESCRIPTOR
Sea,	I-DISTRIBUTION_DESCRIPTOR
Western	B-DISTRIBUTION_DESCRIPTOR
Pacific	I-DISTRIBUTION_DESCRIPTOR
and	I-DISTRIBUTION_DESCRIPTOR
Natal.	I-DISTRIBUTION_DESCRIPTOR
The	O
largest	O
specimens	O
seen	O
by	O
me	O
(190	B-BODY_SIZE
mm.	I-BODY_SIZE
long,	I-BODY_SIZE
without	O
beak	O
and	O
caudal	O
fin)	O
had	O
the	O
following	O
characters.	O
Depth	B-DISTRIBUTION_DESCRIPTOR
7,	I-DISTRIBUTION_DESCRIPTOR
head	B-BODY_SIZE
4.75	I-BODY_SIZE
in	I-BODY_SIZE
total	I-BODY_SIZE
length	I-BODY_SIZE
(measured	O
as	O
above),	O
head	B-BODY_SIZE
length	I-BODY_SIZE
0.75	I-BODY_SIZE
in	O
beak,	O
eye	B-BODY_SIZE
3.75	I-BODY_SIZE
in	I-BODY_SIZE
head.	I-BODY_SIZE
Upper	O
jaw	O
rather	O
wider	O
than	O
long.	O
Scales	O
large,	O
54	O
in	O
longitudinal	O
series.	O
Dorsal	O
rays	O
13,	O
anal	O
11	O
;	O
the	O
former	O
fin	O
originates	O
in	O
advance	O
of	O
the	O
latter.	O
Lower	O
lobe	O
of	O
caudal	O
a	O
little	O
longer	O
than	O
head.	O
Colour	O
(in	O
formol)	O
:	O
beak	O
blackish,	O
with	O
white	O
tip	O
(probably	O
red	O
when	O
alive),	O
dorsal	O
scales	O
with	O
brown	O
border.	O
A	O
lateral	O
well-marked	O
bluish	O
band,	O
wider	O
posteriorly.	O
Caudal	O
with	O
grey	O
border	O
dorsal	O
and	O
anal	O
with	O
grey	O
anterior	O
tip.	O
surinamensis	O
(Bloch).	O
In	O
the	O
Mediterranean	B-DISTRIBUTION_DESCRIPTOR
this	O
Percoid	O
appears	O
to	O
have	O
been	O
recorded	O
only	O
at	O
Palermo	O
(Sicily),	O
where	O
Doderlein	O
found	O
and	O
described	O
t	O
a	O
single	O
specimen.	O
It	O
is	O
therefore	O
of	O
great	O
interest	O
to	O
deal	O
here	O
with	O
another	O
one	O
from	O
Rhodes.	O
Length	B-BODY_SIZE
74	I-BODY_SIZE
mm.	I-BODY_SIZE
Body	O
rather	O
compressed.	O
Dorsal	O
profile	O
elevated,	O
strongly	O
concave	O
on	O
head.	O
Maximum	O
depth	B-BODY_SIZE
2.2,	I-BODY_SIZE
head	B-BODY_SIZE
3	I-BODY_SIZE
in	I-BODY_SIZE
total	I-BODY_SIZE
length	I-BODY_SIZE
(without	O
caudal),	O
eye	B-BODY_SIZE
4.75	I-BODY_SIZE
in	I-BODY_SIZE
head,	I-BODY_SIZE
equal	O
to	O
snout.	O
Caudal	O
peduncle	O
a	O
little	O
higher	O
than	O
long.	O
Lower	O
jaw	O
projecting.	O
Teeth	O
rather	O
strong,	O
directed	O
forward.	O
Scales	O
46	O
on	O
lateral	O
line.	O
All	O
median	O
fins	O
basally	O
scaled.	O
Dorsal	O
xii.	O
15,	O
longest	B-BODY_SIZE
spines	I-BODY_SIZE
2.5	I-BODY_SIZE
in	I-BODY_SIZE
head;	I-BODY_SIZE
anal	O
iii.	O
11	O
Pectorals	O
nearly	O
half	O
long	O
as	O
head.	O
In	O
formol,	O
brown	O
with	O
darker	O
irregular	O
blotches.	O
Ventrals,	O
dorsal	O
and	O
anal	O
blackish	O
caudal	O
with	O
transverse	O
brown	O
band	O
followed	O
by	O
very	O
wide	O
white	O
border.	O
Patiel	O
Staz.	O
Zool.	O
Napeli	O
viii.	O
1937,	O
p.	O
326	O
Act	O
Sei,	O
Lett.	O
Art.	O
1	O
:	O
1875,	O
p.	O
1	O
(L.	O
auctorum).	O
712	O
Enrico	O
Tortonese	O
on	O
some	O
This	O
young	O
specimen	O
suggests	O
that	O
L.	O
surinamensis	O
is	O
not	O
an	O
occasional	O
and	O
very	O
rare	O
visitor	O
in	O
the	O
Mediterranean,	B-DISTRIBUTION_DESCRIPTOR
but	O
a	O
normal,	O
even	O
if	O
not	O
abundant,	O
dweller	O
of	O
its	O
warmest	O
parts	O
there	O
is	O
little	O
doubt	O
that	O
here	O
reproduction	O
occurs.	O
Its	O
Atlantic	B-DISTRIBUTION_DESCRIPTOR
origin	O
seems	O
to	O
be	O
sure,	O
but	O
it	O
is	O
noteworthy	O
that	O
in	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Atlantic	I-DISTRIBUTION_DESCRIPTOR
this	O
species	O
was	O
found	O
in	O
the	O
Gulf	B-DISTRIBUTION_DESCRIPTOR
of	I-DISTRIBUTION_DESCRIPTOR
Guinea	I-DISTRIBUTION_DESCRIPTOR
but	O
not	O
nearer	O
to	O
Gibraltar.	O
I	O
don't	O
know	O
records	O
from	O
the	O
Red	B-DISTRIBUTION_DESCRIPTOR
Sea,	I-DISTRIBUTION_DESCRIPTOR
although	O
Lobotes	O
does	O
exist	O
in	O
Indian	B-DISTRIBUTION_DESCRIPTOR
Ocean.	I-DISTRIBUTION_DESCRIPTOR
We	O
cannot	O
therefore	O
admit	O
its	O
immigration	O
via	O
Suez	B-DISTRIBUTION_DESCRIPTOR
canal,	I-DISTRIBUTION_DESCRIPTOR
where	O
this	O
fish	O
was	O
said	O
by	O
Tillier	O
*	O
to	O
be	O
occasional	O
and	O
coming	O
from	O
the	O
north.	B-DISTRIBUTION_DESCRIPTOR
This	O
gives	O
further	O
support	O
for	O
including	O
the	O
Mediterranean	B-DISTRIBUTION_DESCRIPTOR
in	O
its	O
normal	O
habitat,	O
but	O
it	O
remains	O
to	O
be	O
ascertained	O
the	O
distribution	O
in	O
this	O
sea	O
and	O
the	O
characters	O
of	O
this	O
population	O
that	O
according	O
to	O
our	O
present	O
and	O
fragmentary	O
data	O
seems	O
to	O
be	O
isolated.	O
(Geoffr.).	O
Here	O
is	O
described	O
one	O
of	O
five	O
specimens	O
taken	O
in	O
the	O
harbour :	O
Total	B-BODY_SIZE
length	I-BODY_SIZE
(without	I-BODY_SIZE
caudal)	I-BODY_SIZE
250	I-BODY_SIZE
mm.	I-BODY_SIZE
pectoral	B-BODY_SIZE
length	I-BODY_SIZE
95	I-BODY_SIZE
;	O
head	B-BODY_SIZE
length	I-BODY_SIZE
70;	I-BODY_SIZE
caudal	B-BODY_SIZE
length	I-BODY_SIZE
90	I-BODY_SIZE
maximum	B-BODY_SIZE
depth	I-BODY_SIZE
160;	I-BODY_SIZE
longest	B-BODY_SIZE
anterior	I-BODY_SIZE
anal	I-BODY_SIZE
rays	I-BODY_SIZE
120;	I-BODY_SIZE
eye	B-BODY_SIZE
diameter	I-BODY_SIZE
16	I-BODY_SIZE
Body	B-BODY_SIZE
very	I-BODY_SIZE
compressed,	I-BODY_SIZE
plain	O
silvery.	O
Anterior	B-BODY_SIZE
profile	I-BODY_SIZE
of	I-BODY_SIZE
head	I-BODY_SIZE
slightly	I-BODY_SIZE
concave.	I-BODY_SIZE
Caudal	B-BODY_SIZE
peduncle	I-BODY_SIZE
narrow,	I-BODY_SIZE
a	O
little	O
less	O
than	O
eye	B-BODY_SIZE
diameter.	I-BODY_SIZE
Lower	B-BODY_SIZE
jaw	I-BODY_SIZE
projecting.	I-BODY_SIZE
Posterior	O
expanded	O
end	O
of	O
maxillary	O
0-60	O
in	O
eye.	O
Teeth	B-BODY_SIZE
small,	I-BODY_SIZE
uniseriated	O
on	O
premaxillaries,	O
in	O
several	O
series	O
on	O
anterior	O
part	O
of	O
mandible,	O
granular	O
on	O
vomer.	O
Lateral	O
line	O
very	O
arched	O
in	O
anterior	O
half,	O
straight	O
posteriorly	O
;	O
on	O
caudal	O
peduncle	O
it	O
has	O
a	O
series	O
of	O
low	O
scutes	O
with	O
slightly	O
prominent	O
keel.	O
Dorsal	O
vii-i.	O
20	B-BODY_SIZE
soft	I-BODY_SIZE
rays	I-BODY_SIZE
1-7	I-BODY_SIZE
very	O
long	O
and	O
black.	O
Anal	O
i.	O
8,	O
with	O
soft	B-BODY_SIZE
rays	I-BODY_SIZE
1-3	I-BODY_SIZE
filamentous.	O
This	O
fish	O
is	O
very	O
rare	O
at	O
Rhodes,	B-DISTRIBUTION_DESCRIPTOR
where	O
fishermen	O
don't	O
know	O
it.	O
Its	O
habitat	O
are	O
the	O
warmer	B-DISTRIBUTION_DESCRIPTOR
parts	I-DISTRIBUTION_DESCRIPTOR
of	I-DISTRIBUTION_DESCRIPTOR
the	I-DISTRIBUTION_DESCRIPTOR
Mediter-	I-DISTRIBUTION_DESCRIPTOR
ranean	I-DISTRIBUTION_DESCRIPTOR
and	I-DISTRIBUTION_DESCRIPTOR
West	I-DISTRIBUTION_DESCRIPTOR
African	I-DISTRIBUTION_DESCRIPTOR
coasts,	I-DISTRIBUTION_DESCRIPTOR
from	O
Morocco	B-DISTRIBUTION_DESCRIPTOR
to	O
Angola ;	B-DISTRIBUTION_DESCRIPTOR
it	O
is	O
recorded	O
from	O
Southern	B-DISTRIBUTION_DESCRIPTOR
Spain,	I-DISTRIBUTION_DESCRIPTOR
Malta	B-DISTRIBUTION_DESCRIPTOR
and	O
Syria.	B-DISTRIBUTION_DESCRIPTOR
Palestinian	O
species	O
that	O
Steinitz	O
t	O
doubtfully	O
named	O
Caranx	O
gallus	O
is	O
surely	O
S.	O
alexandrina.	O
Mém.	O
Soc.	O
Zool.	O
France,	O
t.	O
XV.	O
1902	O
o.	O
318	O
i	O
Pubbl,	O
Staz.	O
Zool.	O
Napoli,	O
vol.	O
viii.	O
18:27,	O
p.	O
344,	O
Fishes	O
from	O
the	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Mediterranean.	I-DISTRIBUTION_DESCRIPTOR
713	O
Gobius	O
thori	O
De	O
Buen.	O
Near	O
a	O
little	O
beach	O
on	O
the	O
east	B-DISTRIBUTION_DESCRIPTOR
coast	I-DISTRIBUTION_DESCRIPTOR
of	I-DISTRIBUTION_DESCRIPTOR
Rhodes	I-DISTRIBUTION_DESCRIPTOR
I	O
collected	O
a	O
small	O
Goby	O
that	O
is	O
the	O
second	O
specimen	O
of	O
this	O
species	O
hitherto	O
studied.	O
It	O
was	O
found	O
under	B-DISTRIBUTION_DESCRIPTOR
stones	I-DISTRIBUTION_DESCRIPTOR
at	O
low	B-DISTRIBUTION_DESCRIPTOR
tide.	I-DISTRIBUTION_DESCRIPTOR
G.	O
thori	O
was	O
described	O
*	O
on	O
a	O
specimen	O
(female;	O
44	O
mm.)	O
obtained	O
by	O
Thor	O
in	O
the	O
AEgean	B-DISTRIBUTION_DESCRIPTOR
Sea,	I-DISTRIBUTION_DESCRIPTOR
south	O
of	O
Tenedo	O
and	O
considered	O
by	O
Fage	O
t	O
as	O
G.	O
zebrus	O
Risso.	O
De	O
Buen	O
supposed	O
G.	O
thori	O
to	O
be	O
an	O
eastern	O
representative	O
of	O
the	O
western	O
G.	O
zebrus	O
and	O
I	O
can	O
share	O
his	O
opinion	O
they	O
are	O
two	O
closely	O
related	O
species,	O
different	O
for	O
the	O
arrange-	O
ment	O
of	O
cutaneous	O
papillie	O
on	O
head.	O
In	O
G.	O
thori	O
these	O
form	O
on	O
each	O
side	O
a	O
series	O
on	O
throat	O
and	O
one	O
on	O
pre-	O
opercular	O
border	O
both	O
series	O
are	O
lacking	O
in	O
G.	O
zebrus.	O
My	O
specimen,	O
22	B-BODY_SIZE
mm.	I-BODY_SIZE
long,	I-BODY_SIZE
had	O
a	O
narrow	O
interorbital	O
as	O
in	O
the	O
drawing	O
of	O
Fage	O
and	O
not	O
a	O
wide	O
one	O
as	O
in	O
G.	O
zebrus	O
figured	O
by	O
Ninni	O
I:	O
maybe	O
this	O
is	O
too	O
a	O
dis-	O
tinctive	O
character.	O
About	O
30	O
scales	O
in	O
longitudinal	O
and	O
12	O
in	O
transverse	O
series.	O
Ventral	O
fins	O
reaching	O
anus.	O
Colour	O
brown	O
with	O
vertical	O
and	O
much	O
darker	O
bands,	O
separated	O
by	O
whitish	O
zones :	O
these	O
stripes	O
were	O
more	O
marked	O
in	O
anterior	O
half	O
of	O
the	O
body	O
and	O
soon	O
disappeared	O
in	O
formol.	O
Head	O
darker	O
than	O
body,	O
with	O
a	O
transverse	O
whitish	O
band	O
behind	O
eyes;	O
similar	O
but	O
narrower	O
bands	O
on	O
preopercle	O
and	O
from	O
eye	O
to	O
posterior	O
end	O
of	O
mouth	O
some	O
whitish	O
spots	O
scattered	O
on	O
cheeks.	O
Pectoral	O
base	O
with	O
a	O
vertical	O
light	O
band	O
followed	O
by	O
a	O
darker	O
one.	O
Bemilegia	O
australi$	O
(Benn.).	O
This	O
is	O
apparently	O
the	O
second	O
specimen	O
recorded	O
from	O
the	O
Mediterranean.	B-DISTRIBUTION_DESCRIPTOR
Length	B-BODY_SIZE
100	I-BODY_SIZE
mm.	I-BODY_SIZE
depth	B-BODY_SIZE
9.75,	I-BODY_SIZE
breadth	B-BODY_SIZE
among	I-BODY_SIZE
pectorals	I-BODY_SIZE
5-5,	I-BODY_SIZE
head	B-BODY_SIZE
9.75;	I-BODY_SIZE
eye	B-BODY_SIZE
diameter	I-BODY_SIZE
7	I-BODY_SIZE
in	O
head,	O
a	O
little	O
less	O
than	O
height	O
of	O
caudal	O
peduncle.	O
Lower	O
jaw	O
well	O
projecting.	O
Teeth	O
villiform,	O
external	O
and	O
lateral	O
of	O
upper	O
jaw	O
some-	O
what	O
larger,	O
those	O
on	O
vomer	O
and	O
palatine	O
forming	O
a	O
continuous	O
arch.	O
Nine	O
branchiostegal	O
rays.	O
Very	O
small	O
scales.	O
Lateral	O
line	O
curved	O
downward	O
between	O
pectoral	O
end	O
and	O
border	O
of	O
cephalic	O
disc.	O
This	O
is	O
subelliptic,	O
long	B-BODY_SIZE
2-5	B-BODY_SIZE
its	O
breadth	O
and	O
about	O
half	B-BODY_SIZE
the	I-BODY_SIZE
body;	I-BODY_SIZE
has	O
26	O
pairs	O
of	O
lamellae	O
and	O
a	O
triangular	O
smooth	O
area	O
at	O
posterior	O
Inst.	O
Espan.	O
Ocean.	O
Notas	O
y	O
Res.	O
ii.	O
no.	O
22	O
1928,	O
p	O
6,	O
f.	O
3	O
Rep.	O
Darish	O
Oc.	O
Exp.	O
Med.	O
ad.	O
seas,	O
ii.	O
1918,	O
p.	O
83,	O
.	O
70	O
R.	O
Corr	O
Tal.	O
Ital.	O
Men.	O
cexlii.	O
1938,	O
tav.	O
X.	O
f.	O
R.	O
Ann.	O
&	O
May.	O
V.	O
Hist.	O
Ser.	O
11	O
Vol.	O
xiii.	O
50	O
714	O
Enrico	O
Tortonese	O
on	O
some	O
end.	O
Dorsal	O
(20	O
rays)	O
and	O
anal	O
(21	O
rays)	O
opposed	O
and	O
alike,	O
half	B-BODY_SIZE
long	I-BODY_SIZE
as	O
the	O
disc	O
and	O
a	O
little	O
more	O
than	O
interval	O
between	O
this	O
and	O
dorsal	O
origin.	O
Pectoral,	B-BODY_SIZE
ventral	I-BODY_SIZE
and	I-BODY_SIZE
caudal	I-BODY_SIZE
equally	I-BODY_SIZE
long.	I-BODY_SIZE
Pectorals	O
(22	O
rays)	O
equalling	O
snout,	O
nearly	O
half	O
the	O
head	O
their	O
origin	O
is	O
opposed	O
to	O
the	O
space	O
between	O
17th	O
and	O
18th	O
pair	O
of	O
lamellae	O
and	O
their	O
end	O
is	O
under	O
24th	O
pair,	O
that	O
is	O
rather	O
before	O
end	O
of	O
disc.	O
Ventrals	O
(i.	O
4)	O
originating	O
under	O
pectoral	O
axil	O
and	O
very	O
near	O
each	O
other.	O
Caudal	O
peduncle	O
truncate.	O
Brown,	O
lighter	O
on	O
back;	O
median	O
fins	O
blackish	O
with	O
a	O
narrow	O
white	O
border.	O
Perugia	O
*	O
captured	O
in	O
the	O
Adriatic	B-DISTRIBUTION_DESCRIPTOR
Sea	I-DISTRIBUTION_DESCRIPTOR
(Trieste)	O
a	O
Remora	O
with	O
large	B-BODY_SIZE
cephalic	I-BODY_SIZE
disc,	I-BODY_SIZE
uniform	O
violet	O
colour	O
and	O
characters	O
just	O
as	O
above.	O
He	O
named	O
it	O
Echeneis	O
scutata	O
Gthr.	O
such	O
term	O
was	O
then	O
synonimized	O
with	O
E.	O
australis	O
Benn.,	O
placed	O
by	O
Gill	O
(1864)	O
in	O
a	O
separate	O
genus	O
(Remi-	O
legia).	O
This	O
species	O
seems	O
to	O
be	O
widely	O
distributed,	O
as	O
Echeneidids	O
in	O
general,	O
but	O
rare.	O
Trieste	O
and	O
Rhodes,	O
the	O
only	O
Mediterranean	B-DISTRIBUTION_DESCRIPTOR
localities	I-DISTRIBUTION_DESCRIPTOR
where	O
it	O
has	O
been	O
found,	O
are	O
remarkably	O
isolated	O
as	O
this	O
fish	O
is	O
not	O
recorded	O
in	O
Red	B-DISTRIBUTION_DESCRIPTOR
Sea,	I-DISTRIBUTION_DESCRIPTOR
nor	O
in	O
Eastern	B-DISTRIBUTION_DESCRIPTOR
Atlantic.	I-DISTRIBUTION_DESCRIPTOR
selife	O
Benn.	O
About	O
twenty	O
years	O
ago	O
it	O
was	O
noticed	O
that	O
this	O
fish	O
has	O
immigrated	O
from	O
the	O
Red	B-DISTRIBUTION_DESCRIPTOR
Sea	I-DISTRIBUTION_DESCRIPTOR
into	O
the	O
S.E.	B-DISTRIBUTION_DESCRIPTOR
Mediterranean,	I-DISTRIBUTION_DESCRIPTOR
but	O
till	O
now	O
it	O
was	O
known	O
only	O
in	O
Palestine.	O
According	O
to	O
Steinitz	O
t	O
it	O
is	O
very	O
rare	O
at	O
Haifa,	O
on	O
sandy	B-DISTRIBUTION_DESCRIPTOR
bottom	I-DISTRIBUTION_DESCRIPTOR
Liebman	O
I,	O
too,	O
says	O
it	O
is	O
rather	O
rare	O
and	O
approaches	O
shore	B-DISTRIBUTION_DESCRIPTOR
in	O
winter.	O
Its	O
present	O
discovery	O
at	O
Rhodes	O
shows	O
that	O
it	O
has	O
further	O
proceeded	O
westward	B-DISTRIBUTION_DESCRIPTOR
reaching	O
at	O
least	O
the	O
oriental	O
boundary	O
of	O
the	O
AEgean	B-DISTRIBUTION_DESCRIPTOR
